t	AI1_ext
32.0263987334323	269
32.0279689741432	270
32.0322324777366	271
32.0508711565629	272
32.0664984066383	273
32.0844640232966	274
32.1064890031115	275
32.1339795817033	276
32.1936523380567	277
32.1968200010591	276
32.204538251913	277
32.2177371277352	278
32.2333538473462	279
32.2862707932358	280
32.3882244338159	281
32.4464041252498	282
32.4473413401278	281
32.4697031625541	282
32.4939568755211	283
32.5210351129057	284
32.6496176929207	285
32.7654198841186	286
32.8342085888138	285
32.8407960531762	286
32.8682430784678	287
32.9659345864778	288
33.0550836853212	289
33.1119501187926	290
33.2020541548258	291
33.2022655706381	290
33.2046042717988	291
33.235884602181	292
33.2580921342591	293
33.2810360332945	294
33.3479655543337	295
33.3851698087523	296
33.4429106721649	297
33.4431448946847	296
33.4473964306666	297
33.4519186257525	298
33.4679892799026	299
33.492421337883	300
33.5384114659531	301
33.7145249969466	302
33.7149716419948	301
33.7305509890278	302
33.7416882268002	303
33.7709403377806	304
33.9327937422053	303
33.9352471522719	304
33.9445146132924	305
33.9581923397922	306
33.9780539857887	307
33.9986996768706	308
34.027221106618	309
34.0658545276814	310
34.1284580534988	311
34.1948185569339	312
34.1948800231106	311
34.203203145625	312
34.2159283130671	313
34.227199334396	314
34.3073535177167	315
34.3510907988306	316
34.3953861321564	317
34.3960128529355	316
34.3976462907516	317
34.3996488124025	318
34.5026084531922	319
34.5489985023518	320
34.5966626301882	319
34.6133093944294	320
34.6245021632416	321
34.6408398205889	322
34.6710481511903	323
34.7451194802774	324
34.7895712385429	325
34.7901282859742	324
34.8213915868904	325
34.8398045606222	326
34.8903429812993	327
35.0433739356007	328
35.0463531161434	329
35.048744899664	328
35.119316891279	329
35.1392363221161	330
35.1645004064552	331
35.1645012674501	332
35.1646325970007	331
35.1667315705502	332
35.1752608962645	333
35.185169223166	334
35.1985887321	335
35.2163730109398	336
35.3489575775977	337
35.3514264289927	336
35.3568451254334	337
35.3630766308572	338
35.3783676464748	339
35.3869495083284	340
35.399095576134	341
35.4139180126306	342
35.4433819296476	343
35.4927741492804	344
35.4929692327944	343
35.4935271120714	344
35.5016588876108	345
35.5074196737344	346
35.7853349614973	347
35.7853930327958	346
35.78638303917	347
35.7951443727045	348
35.802465197715	349
35.8177676984026	350
35.8365669418974	351
35.8560728878631	352
35.8822435383602	353
35.9108416662468	354
35.9496027232065	355
35.9508510594871	354
35.9538746993906	355
35.9665569244801	356
35.9858572558417	357
35.9984347923576	358
36.013629555787	359
36.0375125110997	360
36.0615998526021	361
36.0616787797019	360
36.0632654264748	361
36.0655440654784	362
36.0692134559333	363
36.0786094282932	364
36.0901651940487	365
36.1113503835343	366
36.1451834290467	367
36.2218503429733	368
36.2227610930397	369
36.2244336861015	368
36.2336140593809	369
36.2718463430476	370
36.2947125679177	371
36.3648957370144	372
36.419623615436	373
36.5067373758477	374
36.5067862500957	373
36.5071949533242	374
36.5166324271643	375
36.5261886088931	376
36.5380277677261	377
36.5664192016059	378
36.5955958279603	379
36.7085570084685	380
36.7087942236915	379
36.7190949484586	380
36.8397918851927	381
36.8889475488916	382
36.9554956653967	383
37.0222555199518	384
37.0969292887251	383
37.1223576837449	384
37.1352894646345	385
37.1486701672195	386
37.1682978072433	387
37.2307089125036	388
37.2639254299222	389
37.2651364749993	388
37.2783035596597	389
37.2965089984002	390
37.3252033682304	391
37.3475500045108	392
37.3843068068611	393
37.4541536913541	394
37.4554551928825	393
37.4642770081348	394
37.4988943539149	395
37.5225931718535	396
37.5917010023779	397
37.7736498504466	398
37.7738297026019	399
37.7747237552187	400
37.7757807546525	401
37.7804790404855	400
37.7841867660402	401
37.791252172575	402
37.8016301747641	403
37.8425875883779	404
37.891378537149	403
37.8973151392795	404
37.9095307242617	405
37.9457242012516	406
37.9603976605952	407
38.0098601705188	408
38.0137120818047	409
38.0227318743503	408
38.0277405844329	409
38.0741641928701	410
38.1038607095627	411
38.1364883893268	410
38.1365813841778	411
38.1384337328575	412
38.1406554412763	413
38.1525301379818	414
38.1598480563346	415
38.2371999915424	414
38.2384086583709	415
38.240088003987	416
38.2440362689751	417
38.2679289594027	418
38.3385003056112	419
38.3717783089462	420
38.372127466145	419
38.3913707811819	420
38.4268742617653	421
38.45287083876	422
38.5832771092621	421
38.5875611190652	422
38.593751039539	423
38.6075775480797	424
38.6176670786892	425
38.6311129496401	426
38.6460443275948	427
38.6625216367622	428
38.6794352351656	429
38.7214413867125	428
38.7228346812565	429
38.7269786979098	430
38.7373007769722	431
38.7510596216682	432
38.8046069071654	433
38.8744148389462	434
39.0143296141553	433
39.0172086882314	434
39.0254027082494	435
39.0366035562849	436
39.0480977429918	437
39.0636632445178	438
39.0797904117874	439
39.0966734907499	440
39.1661636142901	441
39.1661779937342	440
39.17374411485	441
39.2198007561158	442
39.2391037873815	443
39.2593360569219	444
39.2834944508861	445
39.309103312705	446
39.3695661302547	447
39.3696153365192	446
39.3751234325348	447
39.3864575514338	448
39.3963860861725	449
39.4149895749754	450
39.4417983975029	451
39.4880473140395	452
39.5421429178562	451
39.5467780022766	452
39.5524661447737	453
39.5756650362048	454
39.5934722106788	455
39.6996321789804	456
39.7806102442439	455
39.7807685017499	456
39.7818238781213	457
39.7845070859796	458
39.7918875282078	459
39.8043259493454	460
39.8184560005932	461
39.8535028835206	462
39.8813575235574	463
39.9134389934509	464
39.9135494855248	463
39.9250528313235	464
39.9317457512036	465
39.9403137149304	466
39.9503576498494	467
39.991289947556	468
40.0360035564765	469
40.0985314065722	468
40.1229013020304	469
40.1532911837232	470
40.1700205385816	471
40.1952562194449	472
40.2206355456394	473
40.2485456179959	474
40.2802846107763	475
40.2807975975113	474
40.2827182852445	475
40.2945347598536	476
40.3094070640175	477
40.3249398090659	478
40.3422809702126	479
40.3601600055365	480
40.4481510252474	481
40.5583516762374	482
40.558655074444	481
40.5598605718071	482
40.5886347787994	483
40.6013566228169	484
40.631192928234	485
40.6479589473995	486
40.6814919729325	487
40.6819259285069	486
40.6834271695072	487
40.688896191826	488
40.7052273259571	489
40.7159460906944	490
40.8250528049932	489
40.8256201125144	490
40.8343687374538	491
40.8392871190256	492
40.8444236996977	493
40.8496669298431	494
40.8604739904797	495
40.8811629061049	496
40.9032386318243	497
40.9302239865458	498
40.930656468244	497
40.9353056325156	498
40.9398318136621	499
40.9474755435761	500
41.047289357851	501
41.0484635410642	500
41.0512508398199	501
41.065469230972	502
41.0791240851206	503
41.132052532844	504
41.1548977899176	505
41.1781572694702	506
41.206492484994	507
41.2066387676707	506
41.2069679785302	507
41.2103503910141	508
41.225734521194	509
41.2348319399418	510
41.2459147773	511
41.2601615307169	512
41.2774280389087	513
41.3043412552463	514
41.332168783377	513
41.3328428291382	514
41.3371965541403	515
41.3460841028384	516
41.3571548041321	517
41.3692779641963	518
41.3816917891047	519
41.4006069394193	520
41.4371017123005	521
41.437242541778	522
41.4377150452012	521
41.4453459205354	522
41.4684158340344	523
41.5169628225515	524
41.5771787930528	525
41.6151336822907	526
41.664849033604	527
41.6649656520997	526
41.666334904435	527
41.6679168631629	528
41.7143017527953	529
41.8028799285487	530
41.8927966956937	529
41.894115952887	530
41.8974232230059	531
41.9056041791293	532
41.9114832516018	533
41.9184395625446	534
41.9297295362878	535
42.0262878612805	536
42.0274993705054	537
42.028893154343	536
42.0345170537432	537
42.0421058034947	538
42.0678245539268	539
42.0853433592667	540
42.2316126592298	539
42.237650742459	540
42.2456029883426	541
42.2606891101998	542
42.2967775060636	543
42.3215877774012	544
42.346843003	545
42.3764838433665	546
42.4142961582941	547
42.4654913737279	548
42.4658560972268	547
42.4701935239675	548
42.4921785551662	549
42.5206955611313	550
42.539294452926	551
42.5686506364102	552
42.6016172203774	553
42.6017730518463	552
42.6033083857722	553
42.6092476899023	554
42.6143091300721	555
42.6499139692853	556
42.6768157229046	557
42.7063116289894	558
42.7530012920718	559
42.7532570916039	558
42.7547066176587	559
42.7571423942966	560
42.8042849958686	561
42.8486425657568	562
42.872302605286	563
42.9566013202814	564
42.9568028791502	563
42.9572925924833	564
42.9595408345151	565
42.9628238874532	566
42.9834457953505	567
43.0004727934531	568
43.0523030088327	569
43.0846256502948	570
43.1279941872738	571
43.1285211923344	570
43.1404697110222	571
43.1528816253224	572
43.1821352273503	573
43.1989098891893	574
43.2358980842212	575
43.2362566531913	576
43.2375191650165	575
43.241361807198	576
43.2462973991453	577
43.2594588902823	578
43.2731593517631	579
43.2899568906098	580
43.322038012567	579
43.32281117963	580
43.325857559171	581
43.3312247143579	582
43.3418064014506	583
43.3539191660923	584
43.3767110639703	585
43.4018206791473	586
43.4278626562548	587
43.4287582974605	586
43.4333286819704	587
43.4382094902642	588
43.4438303423769	589
43.4524383073397	590
43.4613264346219	591
43.4739475477211	592
43.4871904825516	593
43.5292348427422	594
43.5301317534133	593
43.5348608688175	594
43.5466596720464	595
43.5569389410041	596
43.5933698968686	597
43.622613704177	598
43.643793510618	597
43.6466018472522	598
43.6500112366587	599
43.6620665321782	600
43.7078134965807	601
43.7684270282	602
43.8381129045695	603
43.8383469737412	602
43.8406402956273	603
43.8439122800294	604
43.8489007664423	605
43.8995844920676	606
43.9747733821671	607
43.9755531817602	606
43.976821728905	607
43.9901494634498	608
43.9982726191331	609
44.0403133434404	610
44.0700571675945	611
44.1331927300591	612
44.133195009739	611
44.1516639973722	612
44.1802259182311	613
44.1969357618816	614
44.2603318059571	615
44.2605592055204	614
44.2610828092745	615
44.2649740875656	616
44.2719836547929	617
44.280214648317	618
44.3000586615833	619
44.3315108209806	620
44.3587578140157	621
44.3870620786563	622
44.3877763409053	623
44.388524114527	624
44.3895682472737	623
44.3906873446192	624
44.398280803254	625
44.415714079654	626
44.490001464839	625
44.4901085520776	626
44.4997365806864	627
44.5094036568569	628
44.6518645516278	629
44.7119805297496	630
44.7120186225272	631
44.7122532590781	630
44.712498018567	631
44.7140449490887	632
44.742972271333	633
44.7610074019083	634
44.7909872679063	635
44.8253984039673	636
44.8254943161935	635
44.8310302209773	636
44.8413286081247	637
44.8467949351959	638
44.8526646804728	639
44.8586702633381	640
44.8719731073559	641
44.8869671828777	642
44.9074286248267	643
44.9075698417344	642
44.9099194037169	643
44.9119916981924	644
44.9193641317449	645
44.926801372543	646
44.9951785739884	647
45.0479418767407	646
45.0496824294003	647
45.053958105729	648
45.0596213642182	649
45.0810946946638	650
45.1239630145626	651
45.1539798224019	652
45.2037243874418	653
45.2040030924161	652
45.2051412637136	653
45.2070229228609	654
45.2147636849456	655
45.2217794058868	656
45.2916928588436	657
45.2921328584105	656
45.2950935356691	657
45.2985423635598	658
45.303193307938	659
45.3209507767949	660
45.3347366847936	661
45.3510348969046	662
45.3861607056949	663
45.4337499779556	664
45.4343898807326	663
45.4352028924529	664
45.4399399033771	665
45.4423770080809	666
45.4483250286919	667
45.464827466805	668
45.5381874256325	669
45.5386234848609	668
45.5394572398125	669
45.5461553117691	670
45.5528955107054	671
45.5652191509923	672
45.5797322803608	673
45.5978293606511	674
45.6162270569673	675
45.7252208386979	676
45.72548426972	675
45.728331770564	676
45.7312721114629	677
45.7343464710773	678
45.7451016048924	679
45.7537197901891	680
45.7651917164237	681
45.7880121686519	682
45.8203368478478	683
45.8611682311655	684
45.8611765661942	683
45.8617085341564	684
45.8638184889885	685
45.8665137155647	686
45.869995974909	687
45.8946729642073	688
45.9210898852641	689
45.9425569041366	690
45.9426480246136	689
45.9428994540892	690
45.9450205358978	691
45.9515005992096	692
45.9586443555843	693
45.9684436404448	694
45.9803967158612	695
45.9943100585904	696
46.0458671356853	697
46.0767319443937	698
46.0773687868448	697
46.0791555230342	698
46.0812944792513	699
46.0899609238211	700
46.0973895028535	701
46.1180777227808	702
46.1346720395911	703
46.1800222082773	704
46.1808349966548	703
46.2130507111094	704
46.2263069545395	705
46.2405183977924	706
46.2821699428848	707
46.3501973945192	708
46.3506177305051	709
46.3512357915558	708
46.3630397741024	709
46.3686139706795	710
46.3758653660577	711
46.3872202697482	712
46.400174201214	713
46.4193894720909	714
46.4208104414672	715
46.4224108829901	714
46.4243488831951	715
46.4276672197545	716
46.4390134560915	717
46.4604506176936	718
46.4845384248572	719
46.5863609450978	718
46.5869944758822	719
46.5880705708048	720
46.5897275185787	721
46.5919332287383	722
46.596291801158	723
46.6010202832629	724
46.6068755697568	725
46.6155587324981	726
46.6245495166738	727
46.6386462563758	728
46.63987099562	727
46.6448436430298	728
46.6696694632635	729
46.6845281384528	730
46.7204720880479	731
46.7573699671418	732
46.7977097574264	733
46.8505792636067	734
46.851836109149	735
46.8533881677656	734
46.8577882091856	735
46.8726637257139	736
46.8957980653147	737
46.9270541747908	738
46.9762548626975	739
46.9767879873623	738
46.978656228014	739
46.9879041149622	740
46.9913066877859	741
46.9947177486836	742
47.02523044435	743
47.025271923533	744
47.0259259835409	743
47.0285581046308	744
47.0383545477932	745
47.0659756186476	746
47.0837232201418	747
47.1055647536239	748
47.1481833822152	749
47.1481895555787	748
47.1519287653662	749
47.1550312658235	750
47.1597398166939	751
47.1861787989199	752
47.2336152821242	753
47.2657037257611	754
47.2661094116208	753
47.269594702653	754
47.2725944775318	755
47.2764999878289	756
47.2814908663438	757
47.2868096109175	758
47.2930875967884	759
47.3082277288356	760
47.4063236687377	759
47.4073270821989	760
47.410492925397	761
47.4154802527789	762
47.450154707725	763
47.469528988893	764
47.5183671088469	765
47.5501587958586	766
47.5501967509169	765
47.5505846210124	766
47.551090336621	767
47.555302127015	768
47.5751172352882	769
47.6044625725897	770
47.639905411035	771
47.6403029065239	770
47.6476289103864	771
47.6543166800527	772
47.663261938387	773
47.6741473996206	774
47.7028970266817	775
47.7226212001531	776
47.7448847922622	777
47.7798252497212	776
47.780519628757	777
47.7817855325754	778
47.7850464056007	779
47.7929231342621	780
47.7979014715872	781
47.8390636746533	782
47.8791932356305	783
47.8792762341234	782
47.88537758908	783
47.90695791126	784
47.9207834591414	785
47.9423993443395	786
47.9651505043055	787
48.0158080634917	788
48.0158585455044	787
48.017133689789	788
48.0297358341757	789
48.0361877775993	790
48.0428456587958	791
48.0584484402332	792
48.0761673998329	793
48.0978016823772	794
48.1447428807858	795
48.1448910035376	794
48.1459579094496	795
48.1471290195311	796
48.1486410573541	797
48.1537034826304	798
48.1575265513218	799
48.1636244124218	800
48.2380496059029	801
48.238394997037	800
48.2394210882028	801
48.2408601716868	802
48.2423463749708	803
48.2475924344742	804
48.2555290257567	805
48.264293190279	806
48.2840056942785	807
48.2972011912623	808
48.3309478882709	809
48.3309506921041	808
48.3373959639403	809
48.3406618879935	810
48.3594020362771	811
48.3917813207781	812
48.4264903459525	813
48.4876593705094	814
48.4877995884426	813
48.4880657231815	814
48.4885624304561	815
48.4905946363842	816
48.4950905472188	817
48.5106862352377	818
48.5203811579531	819
48.5415165365821	820
48.5633842625803	821
48.5635140723289	820
48.5641206055852	821
48.5659683166277	822
48.5775274370071	823
48.5941379937549	824
48.6869917908598	823
48.6903477409769	824
48.6970382100817	825
48.7041478209112	826
48.7112633461047	827
48.7203629301775	828
48.7297490850006	829
48.7413658803243	830
48.7572345459748	831
48.7768840851177	832
48.8114806512285	833
48.8115757698515	834
48.8117839717279	835
48.8131011264604	834
48.820820939608	835
48.8240554396734	836
48.8275397451334	837
48.833876622256	838
48.8546441750341	839
48.8547363381704	838
48.8553415711258	839
48.8565950171078	840
48.859039163076	841
48.8741527722204	842
48.8873010483558	843
48.9014233808021	844
48.9223401575337	845
48.9486801372595	844
48.9497234035271	845
48.95174878938	846
48.9541826512186	847
48.9619846254109	848
48.9739068274839	849
48.9865285412861	850
49.000663954158	851
49.0455215436859	852
49.0705782558698	851
49.0723772631654	852
49.0803197187533	853
49.1025270790024	854
49.1359420463605	855
49.174773426761	854
49.1784631059036	855
49.1891675157003	856
49.2053961570837	857
49.2192949581422	858
49.2338137946554	859
49.2491255601399	860
49.2659757894926	861
49.2666156478572	860
49.2676930607176	861
49.2965480673938	862
49.3205982342242	863
49.3381304208069	864
49.3580707356214	865
49.3780152842282	866
49.3784584576842	867
49.3791082344014	866
49.3837906109166	867
49.40611320883	868
49.431871850602	869
49.5280817957591	870
49.5291726380583	871
49.5305683673123	870
49.5328585244479	871
49.5354342120463	872
49.5383489676515	873
49.5513250794957	874
49.5808271257902	875
49.6091576996023	876
49.6381736951644	877
49.6387014747361	878
49.6397620438129	877
49.6422588244077	878
49.6884648935866	879
49.7045297237109	880
49.7216783879321	881
49.7457090025764	882
49.7717655034357	881
49.7721045303479	882
49.7810875555879	883
49.7848223023029	884
49.8155609535897	885
49.8409034906799	886
49.8410238575507	885
49.8422626689626	886
49.8435529712206	887
49.8452696029181	888
49.8470887599597	889
49.8534265562976	890
49.8607462478885	891
49.8683966698209	892
49.8879506627181	893
49.8880643709108	892
49.890750001372	893
49.8948205720644	894
49.9117488141183	895
49.9357868318457	896
49.9525919609714	897
49.9720955693174	898
49.9916834865708	899
49.9928851168497	898
49.9951575416035	899
49.9990305145166	900
50.0036969207122	901
50.0097473164915	902
50.0721687396417	903
50.073377276085	902
50.0754351699852	903
50.078196999164	904
50.0817597347905	905
50.0865121295337	906
50.1106029709463	907
50.1299148833041	908
50.1828076074726	907
50.1874430385778	908
50.1917771563294	909
50.1964589381951	910
50.2016313570912	911
50.2068179306934	912
50.2234978034521	913
50.2395138415868	914
50.263099267524	915
50.2633064181264	914
50.2679543804097	915
50.2718346879537	916
50.2850349537748	917
50.3079295420739	918
50.3340078444871	919
50.3633186390343	920
50.3634644404356	919
50.3637117504095	920
50.3641895480814	921
50.3649074672267	922
50.3686978223977	923
50.3715824166557	924
50.3755528077727	925
50.3829393119795	926
50.3907945820374	927
50.3990348086245	926
50.400060398797	927
50.4011136203208	928
50.4117706185807	929
50.4228947731335	930
50.4988132967283	931
50.5479612379004	932
50.5479690272441	931
50.5489061293738	932
50.5553233106002	933
50.5614241542608	934
50.5699821863636	935
50.5808194237143	936
50.5923342075512	937
50.6043028146341	938
50.6501956219108	937
50.6510090276388	938
50.6522009354339	939
50.6554329400205	940
50.6588453862605	941
50.6640665165869	942
50.6840808557135	943
50.7201910557014	944
50.7204031540714	943
50.7214735026173	944
50.7255438260436	945
50.7299368071072	946
50.7351069763936	947
50.7409172627777	948
50.7487685961351	949
50.7658007183745	950
50.7895417699292	951
50.83477497063	950
50.8362546239223	951
50.8399709411606	952
50.8446015906229	953
50.8515908042609	954
50.8626196016266	955
50.8743514972448	956
50.8879371774092	957
50.9021731386602	958
50.9239967777103	959
50.9240546955225	960
50.9244145447046	959
50.9253268801731	960
50.9262551397442	961
50.9272884541315	962
50.9306372280589	963
50.9415117434583	964
50.988624146795	963
50.9894337769413	964
50.9903109503259	965
51.0053196294514	966
51.0833423180786	967
51.1087049139944	968
51.1090715225484	967
51.1102547306266	968
51.1120507193894	969
51.1143948387519	970
51.116821707755	971
51.1250533383038	972
51.1421961188946	973
51.1588771660511	974
51.178435260493	975
51.178602755934	974
51.1797142053749	975
51.1813114970485	976
51.1852362063276	977
51.1912831599386	978
51.2114632148789	979
51.2225787351401	980
51.23701498383	981
51.2654701611521	982
51.2657841788807	983
51.2661186201933	982
51.2727131705235	983
51.283723928171	984
51.3178642677578	985
51.3376785526673	984
51.3377816591494	985
51.3395529530792	986
51.3529674328713	987
51.3597879206611	988
51.3668179504423	989
51.3789156975074	990
51.3943585969357	991
51.4295084021835	992
51.4300895159797	993
51.4309382810573	992
51.4399206716882	993
51.4447135412449	994
51.463541505331	995
51.4759129615816	996
51.4931048838737	997
51.5154005302431	998
51.5154808583941	997
51.5156497402243	998
51.5207526531779	999
51.5251524212547	1000
51.5532509569787	1001
51.603291678872	1002
51.6033913101239	1001
51.6035034096533	1002
51.6043072352734	1003
51.6070919548477	1004
51.6094240922796	1005
