cell	t	lasR	LasR	lasI	LasI	AI1	LasRAI1
7	29.8034691363567	1	1	1	2	34	5
0	29.8330173473799	1	5	1	2	23	5
4	29.8725660275662	1	1	1	1	32	5
8	30.076929463073	1	2	2	4	25	3
2	30.077494064229	1	1	1	1	39	5
4	30.0784040348948	1	1	1	1	33	5
0	30.0793415864458	1	5	1	2	24	5
8	30.0858943376219	1	2	2	4	26	3
9	30.0945767012885	1	3	1	3	22	5
6	30.105466955108	1	1	1	1	21	5
3	30.1214589111036	1	2	1	1	32	6
7	30.1379810876673	1	1	1	2	35	5
1	30.1631884768134	1	2	1	2	26	3
0	30.1984959177202	1	5	1	3	24	5
5	30.2636414698785	1	1	1	4	23	4
3	30.2737833738787	1	2	1	1	33	6
2	30.2800167805975	1	1	1	1	38	5
5	30.2903853605961	1	1	1	4	24	4
6	30.301285304827	1	1	1	1	22	5
1	30.3126401777839	1	2	1	2	27	3
0	30.3278509916266	1	4	1	3	24	5
7	30.3569173736026	1	1	1	2	36	5
9	30.387940946733	1	3	1	3	23	5
8	30.4311887694051	1	2	2	4	27	3
4	30.481593329226	1	1	1	1	34	5
7	30.4843670508702	1	1	1	2	35	5
3	30.4872845124331	1	2	1	1	34	6
1	30.4932532894303	1	3	1	2	28	2
2	30.5042211857502	1	2	1	1	39	4
0	30.5173163150315	1	4	1	3	25	5
8	30.532225039496	1	1	2	4	26	4
9	30.5474568313797	1	3	1	3	24	5
6	30.5646980411251	1	1	1	1	23	5
4	30.5844100906392	1	1	1	1	35	5
5	30.6235569014092	1	1	1	4	25	4
5	30.6279953251936	1	1	1	4	24	4
3	30.6317086363555	1	2	1	1	33	6
0	30.6356468358421	1	4	1	3	26	5
1	30.6532647637063	1	3	1	2	29	2
4	30.6718359486543	1	1	1	1	36	5
8	30.6943726771855	1	1	2	5	26	4
7	30.7188500975602	1	1	1	2	34	5
6	30.7471691006207	1	0	1	1	22	6
2	30.7862276853406	1	2	1	1	38	4
9	30.8421006546699	1	2	1	3	23	6
9	30.8425731507008	1	2	1	3	24	6
0	30.8432156175835	1	4	1	3	27	5
3	30.8465597173193	1	2	1	1	33	5
2	30.8648650432	1	3	1	1	39	3
6	30.884302827529	1	0	1	1	23	6
7	30.9105638461182	1	1	1	2	35	5
9	30.9369014305988	1	2	1	3	25	6
1	30.9643747629592	1	3	1	2	28	2
4	31.0080391699443	1	1	1	1	37	5
8	31.0526349218557	1	1	2	5	25	4
5	31.1203841166565	1	1	1	4	23	4
5	31.1228621073527	1	1	1	4	23	3
8	31.1357500853477	1	1	2	5	24	4
1	31.1458985034836	1	2	1	2	28	2
4	31.1572689751623	1	1	1	1	38	5
0	31.1731335523067	1	4	1	3	28	5
9	31.1922011079727	1	2	1	3	24	6
2	31.2193714848248	1	3	1	1	40	3
3	31.2542624643532	1	2	1	1	32	5
7	31.2961546501605	1	1	1	2	36	5
6	31.3636293804733	1	0	1	1	24	6
6	31.3650429070689	1	0	1	1	25	6
8	31.3876033871196	1	1	2	5	25	4
9	31.40346242662	1	2	1	3	25	6
3	31.4222658256762	1	2	1	1	33	5
5	31.441377049195	1	1	1	4	22	3
0	31.4640643707238	1	4	1	3	27	5
2	31.4880007429741	1	3	1	1	41	3
4	31.5208643263899	1	1	1	1	39	5
1	31.554553668829	1	2	1	2	29	2
7	31.6108793242596	1	2	1	2	37	4
4	31.6111799750355	1	1	1	1	38	5
3	31.6117179460701	1	2	1	1	34	5
6	31.6165684763686	1	0	1	1	26	6
9	31.621924790495	1	2	1	3	26	6
2	31.6307760970079	1	3	1	1	42	3
7	31.6446605137893	1	2	1	2	38	4
0	31.6606865375646	1	4	1	4	27	5
1	31.6787453218707	1	2	1	2	30	2
8	31.7240279875108	1	1	2	5	26	4
5	31.8320175594994	1	1	1	4	23	3
2	31.834580582857	1	3	1	1	43	3
1	31.8375672114192	1	2	1	2	29	2
5	31.8436762218474	1	1	1	4	22	3
7	31.8522918907105	1	2	1	2	39	4
6	31.8727751200198	1	0	1	1	27	6
4	31.8942502246349	1	1	1	1	37	5
0	31.9171872430592	1	4	1	4	28	5
8	31.943075687915	1	1	2	5	27	4
9	31.9842338723241	1	2	1	3	25	6
3	32.0254155595898	1	2	1	1	33	5
4	32.0279689741432	1	1	1	1	38	5
0	32.0296680034947	1	3	1	4	28	5
3	32.0322324777366	1	2	1	1	34	5
5	32.0381032856525	1	1	1	4	21	3
9	32.0508711565629	1	2	1	3	26	6
8	32.0664984066383	1	1	2	5	28	4
1	32.0844640232966	1	2	1	2	30	2
7	32.1064890031115	1	2	1	2	40	4
2	32.1339795817033	1	3	1	1	44	3
6	32.1929698441521	1	0	1	1	26	6
5	32.1936523380567	1	1	1	4	22	3
1	32.1968200010591	1	2	1	2	31	2
9	32.2002529769082	1	2	1	3	25	6
3	32.204538251913	1	2	1	1	35	5
2	32.2177371277352	1	3	1	1	45	3
4	32.2333538473462	1	1	1	1	39	5
7	32.2578018640046	1	2	1	2	39	4
8	32.2862707932358	1	1	2	5	29	4
6	32.3359205123846	1	0	1	1	25	6
0	32.3882244338159	1	3	1	4	29	5
1	32.4464041252498	1	2	1	2	32	2
7	32.4571868986817	1	2	1	2	38	4
4	32.4697031625541	1	1	1	1	40	5
3	32.4939568755211	1	2	1	1	36	5
1	32.5210351129057	1	2	1	2	33	2
0	32.5481791966589	1	3	1	4	28	5
5	32.5956847206684	1	1	1	4	23	3
2	32.6496176929207	1	3	1	1	46	3
8	32.7069585383864	1	1	2	5	28	4
9	32.7654198841186	1	2	1	3	26	6
6	32.8334740609856	1	0	1	1	24	6
9	32.8407960531762	1	2	1	3	27	6
5	32.8533236065408	1	1	1	4	22	3
8	32.8682430784678	1	1	2	5	29	4
6	32.8958463023877	1	0	1	1	25	6
0	32.9241326160258	1	3	1	4	27	5
3	32.9659345864778	1	2	1	1	37	5
2	33.010037691099	1	3	1	1	45	3
1	33.0550836853212	1	2	1	2	34	2
7	33.1119501187926	1	2	1	2	39	4
4	33.2020541548258	1	1	1	1	41	5
5	33.2046042717988	1	1	1	4	23	3
7	33.2137177716935	1	1	1	2	38	5
3	33.2238518130029	1	2	1	1	36	5
4	33.235884602181	1	1	1	1	42	5
6	33.2580921342591	1	0	1	1	26	6
8	33.2810360332945	1	1	2	5	30	4
2	33.3113711597392	1	3	1	1	44	3
1	33.3479655543337	1	2	1	2	35	2
0	33.3851698087523	1	3	1	4	28	5
9	33.4429106721649	1	2	1	3	28	6
0	33.4431448946847	1	3	1	4	29	5
2	33.4473964306666	1	3	1	1	45	3
7	33.4519186257525	1	1	1	2	39	5
3	33.4565542722261	1	2	1	2	36	5
1	33.4620171939163	1	2	1	2	34	2
9	33.4679892799026	1	2	1	3	29	6
4	33.4740111911809	1	1	1	1	41	5
5	33.4802559116064	1	1	1	4	22	3
0	33.492421337883	1	3	1	4	30	5
6	33.5384114659531	1	0	1	1	27	6
8	33.7145249969466	1	1	2	5	31	4
3	33.7199118961429	1	2	1	2	35	5
9	33.7305509890278	1	2	1	3	30	6
7	33.7416882268002	1	1	1	2	40	5
5	33.7559181558748	1	1	1	4	21	3
1	33.7709403377806	1	2	1	2	35	2
8	33.787454501245	1	1	2	5	32	4
6	33.8063740772044	1	0	1	1	26	6
0	33.8281262297963	1	2	1	4	30	5
4	33.8654420603847	1	1	1	1	40	5
2	33.9324343656039	1	2	1	1	44	4
7	33.9352471522719	1	1	1	2	41	5
9	33.9392997540266	1	3	1	3	31	5
3	33.9445146132924	1	2	1	2	36	5
1	33.9581923397922	1	2	1	2	36	2
8	33.9780539857887	1	1	2	5	33	4
0	33.9986996768706	1	2	1	4	31	5
6	34.027221106618	1	0	1	1	27	6
2	34.0658545276814	1	2	1	1	45	4
5	34.1284580534988	1	1	1	4	22	3
4	34.1948185569339	1	1	1	1	41	5
0	34.1948800231106	1	2	1	4	32	5
9	34.1981642476525	1	3	1	3	32	5
3	34.203203145625	1	2	1	2	37	5
4	34.2088701806273	1	1	1	1	40	5
5	34.2159283130671	1	1	1	4	23	3
8	34.227199334396	1	1	2	5	34	4
0	34.2425362362768	1	1	1	4	32	5
2	34.2697307939883	1	3	1	1	46	3
1	34.3073535177167	1	2	1	2	37	2
7	34.3510907988306	1	1	1	2	42	5
6	34.3953861321564	1	0	1	1	28	6
2	34.3976462907516	1	3	1	1	47	3
1	34.3996488124025	1	2	1	2	38	2
3	34.4045023124557	1	2	1	2	38	5
4	34.4094012643103	1	0	1	1	39	6
8	34.4191206854661	1	1	2	5	33	4
7	34.4467963923593	1	1	1	2	42	4
6	34.4746059228559	1	0	1	2	28	6
5	34.5026084531922	1	1	1	4	24	3
9	34.5489985023518	1	3	1	3	33	5
0	34.5954888884802	1	1	1	4	31	5
0	34.5960502126612	1	1	1	4	30	5
5	34.5985012406958	1	0	1	4	23	4
6	34.6028478870643	1	0	1	2	27	6
4	34.6133093944294	1	0	1	1	40	6
2	34.6245021632416	1	3	1	1	48	3
7	34.6408398205889	1	1	1	2	43	4
1	34.6710481511903	1	2	1	2	39	2
9	34.7048933485997	1	4	1	3	34	4
8	34.7451194802774	1	1	2	5	34	4
3	34.7895712385429	1	2	1	2	39	5
9	34.7915630319397	1	4	1	3	33	4
6	34.7971837480794	1	0	1	2	26	6
3	34.8044993567522	1	3	1	2	40	4
2	34.8213915868904	1	3	1	1	49	3
4	34.8398045606222	1	0	1	1	41	6
8	34.8595750040616	1	0	2	5	33	5
5	34.8903429812993	1	0	1	4	24	4
1	34.924057096919	1	2	1	2	38	2
0	34.9714145592656	1	1	1	4	31	5
7	35.0433739356007	1	1	1	2	44	4
2	35.0442786214184	1	2	1	1	48	4
6	35.0463531161434	1	0	1	2	27	6
9	35.0540313143059	1	4	1	3	32	4
3	35.0617379280515	1	3	1	2	41	4
8	35.0714465393461	1	0	2	5	32	5
4	35.0840285778753	1	0	1	1	40	6
7	35.0996940065883	1	1	1	2	43	4
1	35.119316891279	1	2	1	2	39	2
0	35.1392363221161	1	1	1	4	32	5
5	35.1645004064552	1	0	1	4	25	4
4	35.1645012674501	1	0	1	1	41	6
7	35.1646325970007	1	1	1	2	44	4
9	35.165066613635	1	4	1	3	33	4
0	35.1667315705502	1	1	1	4	33	5
2	35.1693686809679	1	2	1	1	47	4
5	35.1752608962645	1	0	1	4	26	4
3	35.185169223166	1	3	1	2	42	4
8	35.1985887321	1	0	2	5	33	5
6	35.2163730109398	1	0	1	2	28	6
1	35.2646577911739	1	2	1	2	38	2
7	35.3485515224104	1	1	1	2	43	4
1	35.3489575775977	1	2	1	2	39	2
8	35.3568451254334	1	0	2	5	34	5
4	35.3630766308572	1	0	1	1	42	6
9	35.3703789439689	1	4	1	3	32	4
2	35.3783676464748	1	2	1	1	48	4
3	35.3869495083284	1	3	1	2	43	4
7	35.399095576134	1	1	1	2	44	4
5	35.4139180126306	1	0	1	4	27	4
6	35.4433819296476	1	0	1	2	29	6
0	35.4927741492804	1	1	1	4	34	5
0	35.4929692327944	1	1	1	4	35	5
2	35.4935271120714	1	2	1	1	49	4
3	35.497010619388	1	3	1	2	42	4
7	35.5016588876108	1	1	1	2	45	4
9	35.5074196737344	1	4	1	3	33	4
6	35.515365804554	1	0	1	3	29	6
8	35.5234032366509	1	0	2	5	33	5
1	35.557796472692	1	1	1	2	39	2
0	35.5925830397839	1	1	1	4	36	5
4	35.6680640522475	1	0	1	1	41	6
5	35.7853349614973	1	0	1	4	28	4
0	35.78638303917	1	1	1	4	37	5
7	35.7880830621264	1	1	1	2	44	4
5	35.7951443727045	1	0	1	4	29	4
1	35.802465197715	1	1	1	2	40	2
2	35.8177676984026	1	2	1	1	50	4
4	35.8365669418974	1	0	1	1	42	6
6	35.8560728878631	1	0	1	3	30	6
9	35.8822435383602	1	4	1	3	34	4
3	35.9108416662468	1	3	1	2	43	4
8	35.9496027232065	1	0	2	5	34	5
2	35.9508510594871	1	2	1	1	51	4
6	35.9522547188365	1	1	1	3	31	5
7	35.9538746993906	1	1	1	2	45	4
3	35.9593234100296	1	3	1	3	43	4
4	35.9665569244801	1	0	1	1	43	6
5	35.9743974712594	1	0	1	4	28	4
1	35.9858572558417	1	1	1	2	41	2
0	35.9984347923576	1	1	1	4	38	5
8	36.013629555787	1	0	2	5	35	5
9	36.0375125110997	1	4	1	3	35	4
2	36.0615998526021	1	2	1	1	52	4
7	36.0632654264748	1	1	1	2	46	4
9	36.0655440654784	1	4	1	3	36	4
0	36.0692134559333	1	1	1	4	39	5
3	36.0735954189852	1	2	1	3	42	5
4	36.0786094282932	1	0	1	1	44	6
8	36.0901651940487	1	0	2	5	36	5
2	36.1113503835343	1	2	1	1	53	4
6	36.1451834290467	1	1	1	3	32	5
1	36.1819652876995	1	2	1	2	42	1
5	36.2218503429733	1	0	1	4	29	4
8	36.2227610930397	1	0	2	5	37	5
4	36.2270281167996	1	0	1	1	43	6
3	36.2336140593809	1	2	1	3	43	5
2	36.2515371406746	1	1	1	1	52	5
7	36.2718463430476	1	1	1	2	47	4
1	36.2947125679177	1	2	1	2	43	1
9	36.3293640336317	1	4	1	2	36	4
6	36.3648957370144	1	1	1	3	33	5
5	36.419623615436	1	0	1	4	30	4
0	36.5067373758477	1	1	1	4	40	5
2	36.5071949533242	1	1	1	1	53	5
8	36.5088426193045	1	0	2	5	36	5
0	36.5166324271643	1	1	1	4	41	5
6	36.5261886088931	1	1	1	3	34	5
7	36.5380277677261	1	1	1	2	48	4
4	36.5664192016059	1	0	1	1	44	6
1	36.5955958279603	1	2	1	2	44	1
5	36.6314338954919	1	0	1	4	29	4
3	36.6698511044317	1	2	1	3	42	5
9	36.7085570084685	1	4	1	2	37	4
1	36.7128428324006	1	2	1	2	43	1
3	36.7190949484586	1	2	1	3	43	5
7	36.7340542884424	1	1	1	2	47	4
4	36.7533432977154	1	0	1	1	43	6
2	36.791689115192	1	1	1	1	53	4
8	36.8397918851927	1	0	2	5	37	5
0	36.8889475488916	1	1	1	4	42	5
5	36.9554956653967	1	0	1	4	30	4
6	37.0222555199518	1	1	1	3	35	5
9	37.0963880890861	1	4	1	2	36	4
3	37.0997263561233	1	1	1	3	42	6
5	37.1046581259227	1	0	1	4	31	4
4	37.1117073870494	1	0	1	1	42	6
2	37.1223576837449	1	1	1	1	54	4
6	37.1352894646345	1	1	1	3	36	5
9	37.1486701672195	1	4	1	2	37	4
0	37.1682978072433	1	1	1	4	43	5
7	37.1975329411446	1	1	1	2	46	4
8	37.2307089125036	1	0	2	5	38	5
1	37.2639254299222	1	2	1	2	44	1
8	37.2680659683185	1	0	2	5	37	5
9	37.2721114491808	1	4	1	2	36	4
0	37.2783035596597	1	1	1	4	44	5
6	37.2864169215547	1	1	1	3	36	4
3	37.2965089984002	1	1	1	3	43	6
7	37.3098383031549	1	1	1	2	45	4
2	37.3252033682304	1	1	1	1	55	4
1	37.3475500045108	1	2	1	2	45	1
5	37.3843068068611	1	0	1	4	32	4
4	37.4538055991518	1	0	1	1	41	6
0	37.4541536913541	1	1	1	4	45	5
7	37.4545815478716	1	1	1	2	44	4
4	37.4554551928825	1	0	1	1	42	6
8	37.4642770081348	1	0	2	5	38	5
1	37.4780663657523	1	2	1	3	45	1
9	37.4988943539149	1	4	1	2	37	4
6	37.5225931718535	1	1	1	3	37	4
2	37.5561638861484	1	1	1	1	54	4
3	37.5917010023779	1	1	1	3	44	6
5	37.6658020108528	1	0	1	4	33	4
4	37.7736498504466	1	0	1	1	43	6
3	37.7738297026019	1	1	1	3	45	6
1	37.7747237552187	1	2	1	3	46	1
6	37.7757807546525	1	1	1	3	38	4
5	37.7772435484451	1	0	1	4	32	4
7	37.778819010616	1	1	1	2	43	4
9	37.7804790404855	1	4	1	2	38	4
8	37.7841867660402	1	0	2	5	39	5
9	37.791252172575	1	4	1	2	39	4
2	37.8016301747641	1	1	1	1	55	4
0	37.8425875883779	1	1	1	4	46	5
4	37.8912995103976	1	0	1	1	42	6
3	37.8941437286351	1	1	1	3	44	6
5	37.8973151392795	1	0	1	4	33	4
9	37.9011049101621	1	4	1	2	38	4
6	37.9095307242617	1	1	1	3	39	4
8	37.9190892715499	1	0	2	5	38	5
4	37.9312798519179	1	0	1	1	41	6
1	37.9457242012516	1	2	1	3	47	1
0	37.9603976605952	1	1	1	4	47	5
2	37.9752824994296	1	1	1	1	54	4
7	38.0048527008414	1	1	1	2	44	4
5	38.0052476301582	1	0	1	4	32	4
4	38.007340158548	1	0	1	1	40	6
6	38.0098601705188	1	1	1	3	40	4
1	38.0137120818047	1	2	1	3	48	1
3	38.01775640643	1	1	1	3	43	6
8	38.0227318743503	1	0	2	5	39	5
2	38.0277405844329	1	1	1	1	55	4
8	38.0500902400611	1	0	2	5	38	5
0	38.0741641928701	1	1	1	4	48	5
9	38.1038607095627	1	4	1	2	39	4
7	38.1363996115772	1	1	1	2	43	4
1	38.1365813841778	1	2	1	3	49	1
7	38.1384337328575	1	1	1	2	44	4
3	38.1406554412763	1	1	1	3	44	6
8	38.1462286655526	1	0	2	5	37	5
4	38.1525301379818	1	0	1	1	41	6
2	38.1598480563346	1	1	1	1	56	4
0	38.1685877494249	1	0	1	4	47	6
6	38.1775599499899	1	1	1	3	39	4
9	38.2046706272024	1	4	1	3	39	4
5	38.2369705667454	1	0	1	4	31	4
0	38.2384086583709	1	0	1	4	48	6
9	38.240088003987	1	4	1	3	40	4
5	38.2420435674223	1	0	1	4	30	4
7	38.2440362689751	1	1	1	2	45	4
8	38.2533421959463	1	0	2	5	36	5
4	38.2679289594027	1	0	1	1	42	6
2	38.2897799309078	1	1	1	1	55	4
6	38.3130422640327	1	1	1	3	38	4
3	38.3385003056112	1	1	1	3	45	6
1	38.3717783089462	1	2	1	3	50	1
4	38.3726717633629	1	0	1	1	41	6
5	38.3740238542171	1	0	1	4	31	4
2	38.3762908572764	1	1	1	1	54	4
9	38.3792643867866	1	4	1	2	40	4
0	38.3913707811819	1	0	1	4	49	6
3	38.4069238421009	1	1	1	3	46	6
7	38.4268742617653	1	1	1	2	46	4
6	38.45287083876	1	1	1	3	39	4
8	38.5159843195663	1	0	2	4	36	5
1	38.5806349520074	1	2	1	3	49	1
6	38.5875611190652	1	1	1	3	40	4
9	38.593751039539	1	4	1	2	41	4
7	38.6004370713574	1	1	1	2	45	4
1	38.6075775480797	1	2	1	3	50	1
4	38.6176670786892	1	0	1	1	42	6
0	38.6311129496401	1	0	1	4	50	6
2	38.6460443275948	1	1	1	1	55	4
5	38.6625216367622	1	0	1	4	32	4
8	38.6794352351656	1	0	2	4	37	5
3	38.720988359951	1	1	1	3	45	6
4	38.7228346812565	1	0	1	1	43	6
1	38.7269786979098	1	2	1	3	51	1
8	38.7373007769722	1	0	2	4	38	5
9	38.7510596216682	1	4	1	2	42	4
3	38.7756361589793	1	1	1	3	44	6
6	38.8046069071654	1	1	1	3	41	4
0	38.8360541985396	1	0	1	4	49	6
2	38.8744148389462	1	1	1	1	56	4
5	38.9417379275922	1	1	1	4	33	3
7	39.0125335306886	1	1	1	2	45	3
0	39.0127084366188	1	0	1	4	48	6
6	39.0172086882314	1	1	1	3	42	4
1	39.0254027082494	1	2	1	3	52	1
3	39.0366035562849	1	1	1	3	45	6
7	39.0480977429918	1	1	1	2	46	3
5	39.0636632445178	1	1	1	4	34	3
2	39.0797904117874	1	1	1	1	57	4
9	39.0966734907499	1	4	1	2	43	4
8	39.1300466789774	1	1	2	4	39	4
4	39.1661636142901	1	0	1	1	44	6
1	39.1661779937342	1	2	1	3	53	1
3	39.166794287775	1	1	1	3	44	6
2	39.17374411485	1	1	1	1	58	4
1	39.182510963444	1	3	1	3	53	1
9	39.20113236158	1	4	1	2	42	4
8	39.2198007561158	1	1	2	4	40	4
6	39.2391037873815	1	1	1	3	43	4
5	39.2593360569219	1	1	1	4	35	3
0	39.2834944508861	1	0	1	4	49	6
4	39.309103312705	1	0	1	1	45	6
7	39.3695661302547	1	1	1	2	47	3
0	39.3696153365192	1	0	1	4	50	6
7	39.3703160550679	1	1	1	2	46	3
5	39.3723560598912	1	1	1	4	34	3
8	39.3751234325348	1	1	2	4	41	4
1	39.3786738535157	1	3	1	3	52	1
2	39.3864575514338	1	1	1	1	59	4
4	39.3963860861725	1	0	1	1	46	6
0	39.4149895749754	1	0	1	4	51	6
9	39.4417983975029	1	4	1	2	43	4
6	39.4880473140395	1	1	1	3	44	4
3	39.5403810005403	1	2	1	3	45	5
3	39.5408977583168	1	2	1	3	44	5
7	39.5414821979823	1	1	1	2	47	3
2	39.5467780022766	1	1	1	1	60	4
0	39.5524661447737	1	0	1	4	52	6
6	39.5614981138963	1	1	1	3	43	4
5	39.5756650362048	1	1	1	4	35	3
9	39.5934722106788	1	4	1	2	44	4
1	39.6188070066157	1	3	1	3	51	1
4	39.6996321789804	1	0	1	1	47	6
8	39.7805194444838	1	1	2	4	40	4
3	39.7806102442439	1	2	1	3	45	5
4	39.7807685017499	1	0	1	1	48	6
8	39.7818238781213	1	1	2	4	41	4
2	39.7845070859796	1	1	1	1	61	4
0	39.7918875282078	1	0	1	4	53	6
5	39.8043259493454	1	1	1	4	36	3
3	39.8184560005932	1	2	1	3	46	5
1	39.8331235767721	1	3	1	3	50	1
6	39.8535028835206	1	1	1	3	44	4
9	39.8813575235574	1	4	1	2	45	4
7	39.9134389934509	1	1	1	2	48	3
5	39.9154297908783	1	1	1	4	35	3
6	39.9196812765688	1	1	1	3	45	4
7	39.9250528313235	1	1	1	2	49	3
4	39.9317457512036	1	0	1	1	49	6
0	39.9403137149304	1	0	1	4	54	6
9	39.9503576498494	1	4	1	2	46	4
3	39.9620381634697	1	2	1	4	46	5
2	39.991289947556	1	1	1	1	62	4
8	40.0360035564765	1	1	2	4	42	4
1	40.0976825397477	1	3	1	3	49	1
7	40.0985314065722	1	1	1	2	50	3
2	40.1036332926844	1	1	1	1	61	4
8	40.1114362433684	1	1	2	5	42	4
1	40.1229013020304	1	3	1	3	50	1
0	40.1378690658269	1	0	1	4	53	6
9	40.1532911837232	1	4	1	2	47	4
7	40.1700205385816	1	1	1	2	51	3
4	40.1952562194449	1	0	1	1	50	6
6	40.2206355456394	1	1	1	3	46	4
5	40.2485456179959	1	1	1	4	36	3
3	40.2802846107763	1	2	1	4	47	5
5	40.2827182852445	1	1	1	4	37	3
1	40.2945347598536	1	3	1	3	51	1
9	40.3094070640175	1	4	1	2	48	4
4	40.3249398090659	1	0	1	1	51	6
3	40.3422809702126	1	2	1	4	48	5
8	40.3601600055365	1	1	2	5	43	4
0	40.3812611412971	1	0	1	4	52	6
7	40.4073313654183	1	1	1	2	52	3
6	40.4481510252474	1	1	1	3	47	4
2	40.5583516762374	1	1	1	1	62	4
6	40.5592123376512	1	1	1	3	46	4
0	40.5598605718071	1	0	1	4	53	6
2	40.5671139658036	1	1	1	1	61	4
1	40.5759872990268	1	3	1	3	50	1
9	40.5886347787994	1	4	1	2	49	4
4	40.6013566228169	1	0	1	1	52	6
3	40.616199908832	1	1	1	4	48	5
8	40.631192928234	1	1	2	5	44	4
7	40.6479589473995	1	1	1	2	53	3
5	40.6814919729325	1	1	1	4	38	3
5	40.6819259285069	1	1	1	4	39	3
0	40.6834271695072	1	0	1	4	54	6
5	40.6857666820827	1	1	1	4	38	3
7	40.688896191826	1	1	1	2	54	3
3	40.6925590334533	1	1	1	5	48	5
2	40.6970379020161	1	1	1	1	60	4
4	40.7052273259571	1	0	1	1	53	6
1	40.7159460906944	1	3	1	3	51	1
8	40.7272661051786	1	0	2	5	43	5
9	40.7400034510604	1	4	1	2	50	4
6	40.8249777847043	1	1	1	3	45	4
9	40.8256201125144	1	4	1	2	51	4
6	40.8299072292095	1	1	1	3	44	4
2	40.8343687374538	1	1	1	1	61	4
0	40.8392871190256	1	0	1	4	55	6
8	40.8444236996977	1	0	2	5	44	5
7	40.8496669298431	1	1	1	2	55	3
4	40.8604739904797	1	0	1	1	54	6
5	40.8811629061049	1	1	1	4	39	3
3	40.9032386318243	1	1	1	5	49	5
1	40.9302239865458	1	3	1	3	52	1
2	40.9313796771269	1	1	1	1	60	4
1	40.9325711867816	1	3	1	3	51	1
9	40.9337842735506	1	4	1	2	52	4
0	40.9353056325156	1	0	1	4	56	6
7	40.9398318136621	1	1	1	2	56	3
4	40.9474755435761	1	0	1	1	55	6
5	40.9601502859543	1	1	1	4	38	3
6	40.9746824403803	1	1	1	3	43	4
8	41.0105550041001	1	0	2	4	44	5
3	41.047289357851	1	1	1	5	50	5
8	41.0512508398199	1	0	2	4	45	5
3	41.0545469880847	1	1	1	4	50	5
4	41.065469230972	1	0	1	1	56	6
0	41.0791240851206	1	0	1	4	57	6
5	41.093425020091	1	1	1	4	37	3
2	41.1114671579373	1	1	1	1	59	4
9	41.132052532844	1	4	1	2	53	4
7	41.1548977899176	1	1	1	2	57	3
1	41.1781572694702	1	3	1	3	52	1
6	41.206492484994	1	1	1	3	44	4
3	41.2069679785302	1	1	1	4	51	5
4	41.2103503910141	1	0	1	1	57	6
2	41.2170023056926	1	1	1	1	58	4
6	41.225734521194	1	1	1	3	45	4
8	41.2348319399418	1	0	2	4	46	5
9	41.2459147773	1	4	1	2	54	4
7	41.2601615307169	1	1	1	2	58	3
5	41.2774280389087	1	1	1	4	38	3
1	41.3043412552463	1	3	1	3	53	1
0	41.3320715078401	1	0	1	3	57	6
6	41.3328428291382	1	1	1	3	46	4
0	41.3344633701156	1	0	1	3	58	6
3	41.3371965541403	1	1	1	4	52	5
7	41.3401333576433	1	1	1	2	57	3
2	41.3460841028384	1	1	1	1	59	4
9	41.3571548041321	1	4	1	2	55	4
1	41.3692779641963	1	3	1	3	54	1
8	41.3816917891047	1	0	2	4	47	5
5	41.4006069394193	1	1	1	4	39	3
4	41.4371017123005	1	0	1	1	58	6
4	41.437242541778	1	0	1	1	59	6
7	41.4453459205354	1	1	1	2	58	3
1	41.4552333532149	1	3	1	4	54	1
5	41.4684158340344	1	1	1	4	40	3
2	41.4903597999612	1	1	1	1	58	4
3	41.5169628225515	1	1	1	4	53	5
9	41.5466118902216	1	4	1	2	54	4
8	41.5771787930528	1	0	2	4	48	5
0	41.6151336822907	1	0	1	3	59	6
6	41.664849033604	1	1	1	3	47	4
8	41.6649656520997	1	0	2	4	49	5
2	41.666334904435	1	1	1	1	59	4
9	41.6679168631629	1	4	1	2	55	4
8	41.6785840307668	1	0	2	4	48	5
0	41.6935154785708	1	1	1	3	60	5
7	41.7143017527953	1	1	1	2	59	3
4	41.7397479926542	1	0	1	1	58	6
5	41.7682811011866	1	2	1	4	41	2
6	41.8028799285487	1	1	1	3	48	4
3	41.845758969833	1	1	1	4	52	5
1	41.8924669948713	1	3	1	4	53	1
1	41.894115952887	1	3	1	4	54	1
0	41.8974232230059	1	1	1	3	61	5
9	41.9010584895689	1	4	1	2	54	4
4	41.9056041791293	1	0	1	1	59	6
6	41.9114832516018	1	1	1	3	49	4
3	41.9184395625446	1	1	1	4	53	5
7	41.9297295362878	1	1	1	2	60	3
5	41.9497689382363	1	2	1	4	40	2
8	41.9796952382851	1	1	2	4	48	5
2	42.0262878612805	1	1	1	1	60	4
5	42.0274993705054	1	2	1	4	41	2
4	42.028893154343	1	0	1	1	60	6
3	42.0345170537432	1	1	1	4	54	5
8	42.0421058034947	1	1	2	4	49	5
4	42.051687566792	1	0	1	1	59	6
2	42.0678245539268	1	1	1	1	61	4
1	42.0853433592667	1	3	1	4	55	1
9	42.1073601583441	1	3	1	2	54	4
0	42.1323617177507	1	1	1	3	62	5
7	42.1796494463881	1	1	1	2	59	3
6	42.2312915401956	1	1	1	3	48	4
3	42.237650742459	1	1	1	4	55	5
1	42.2456029883426	1	3	1	4	56	1
5	42.2606891101998	1	2	1	4	42	2
4	42.2780083945793	1	1	1	1	60	5
0	42.2967775060636	1	1	1	3	63	5
8	42.3215877774012	1	1	2	4	50	5
