cell	t	lasR	LasR	lasI	LasI	AI1	LasRAI1
2	49.9117488141183	1	0	1	3	89	5
0	49.9216774382639	1	0	1	3	94	6
3	49.9357868318457	1	0	1	4	92	6
1	49.9525919609714	1	0	1	3	80	3
4	49.9720955693174	1	0	1	1	96	5
6	49.9916834865708	1	1	1	3	72	4
7	49.992211679184	1	0	1	3	99	4
9	49.9951575416035	1	0	1	2	68	6
3	49.9990305145166	1	0	1	4	93	6
4	50.0036969207122	1	0	1	1	97	5
6	50.0097473164915	1	1	1	3	73	4
0	50.0158285516209	1	0	1	3	93	6
8	50.0230438982962	1	0	2	5	74	6
5	50.0328634226589	1	0	1	4	78	4
2	50.0444928578927	1	0	1	3	88	5
1	50.0715103525563	1	0	1	3	79	3
3	50.0721687396417	1	0	1	4	94	6
8	50.073377276085	1	0	2	5	75	6
0	50.0754351699852	1	0	1	3	94	6
5	50.078196999164	1	0	1	4	79	4
4	50.0817597347905	1	0	1	1	98	5
7	50.0865121295337	1	0	1	3	100	4
8	50.0930027754639	1	0	2	5	74	6
1	50.1106029709463	1	0	1	3	80	3
2	50.1299148833041	1	0	1	3	89	5
9	50.1537484580313	1	0	1	2	67	6
6	50.1822346279059	1	1	1	3	72	4
3	50.1828076074726	1	0	1	4	95	6
7	50.1847604176855	1	0	1	3	99	4
6	50.1874430385778	1	1	1	3	73	4
0	50.1917771563294	1	0	1	3	95	6
8	50.1964589381951	1	0	2	5	75	6
4	50.2016313570912	1	0	1	1	99	5
9	50.2068179306934	1	0	1	2	68	6
5	50.2147945129673	1	0	1	3	79	4
1	50.2234978034521	1	0	1	3	81	3
2	50.2395138415868	1	0	1	3	90	5
3	50.2630270040954	1	0	1	4	94	6
9	50.263099267524	1	0	1	2	69	6
6	50.2652371809072	1	1	1	3	74	4
4	50.2679543804097	1	0	1	1	100	5
2	50.2718346879537	1	0	1	3	91	5
7	50.2780326783377	1	0	1	3	98	4
8	50.2850349537748	1	0	2	5	76	6
3	50.29448393655	1	0	1	4	93	6
5	50.3079295420739	1	0	1	3	80	4
1	50.3340078444871	1	0	1	3	82	3
0	50.3633186390343	1	0	1	3	96	6
5	50.3634644404356	1	0	1	3	81	4
0	50.3637117504095	1	0	1	3	97	6
9	50.3641895480814	1	0	1	2	70	6
8	50.3649074672267	1	0	2	5	77	6
6	50.3664567271026	1	1	1	3	73	4
3	50.3686978223977	1	0	1	4	94	6
1	50.3715824166557	1	0	1	3	83	3
2	50.3755528077727	1	0	1	3	92	5
5	50.3829393119795	1	0	1	3	82	4
4	50.3907945820374	1	0	1	1	101	5
7	50.3989858658297	1	1	1	3	98	4
8	50.3990348086245	1	0	2	5	78	6
4	50.3994148261863	1	0	1	1	100	5
5	50.400060398797	1	0	1	3	83	4
7	50.4011136203208	1	1	1	3	99	4
2	50.4049660433684	1	0	1	3	91	5
8	50.4117706185807	1	0	2	5	79	6
9	50.4228947731335	1	0	1	2	71	6
3	50.4395278627653	1	0	1	3	94	6
6	50.4583502850164	1	1	1	3	72	4
0	50.4988132967283	1	0	1	3	98	6
1	50.5479612379004	1	0	1	3	84	3
6	50.5489061293738	1	1	1	3	73	4
2	50.550359378507	1	0	1	3	91	4
9	50.5553233106002	1	0	1	2	72	6
0	50.5614241542608	1	0	1	3	99	6
1	50.5699821863636	1	0	1	3	85	3
4	50.5808194237143	1	0	1	1	101	5
7	50.5923342075512	1	1	1	3	100	4
3	50.6043028146341	1	0	1	3	95	6
8	50.6203219838753	1	0	2	5	78	6
5	50.6501033086643	1	1	1	3	84	3
3	50.6505736447834	1	0	1	3	94	6
5	50.6510090276388	1	1	1	3	85	3
4	50.6522009354339	1	0	1	1	102	5
2	50.6554329400205	1	0	1	3	92	4
9	50.6588453862605	1	0	1	2	73	6
1	50.6640665165869	1	0	1	3	86	3
0	50.6700665864882	1	0	1	3	98	6
7	50.6763959557538	1	1	1	3	99	4
6	50.6840808557135	1	1	1	3	74	4
8	50.7201910557014	1	0	2	5	79	6
5	50.7214735026173	1	1	1	3	86	3
3	50.7255438260436	1	0	1	3	95	6
4	50.7299368071072	1	0	1	1	103	5
9	50.7351069763936	1	0	1	2	74	6
1	50.7409172627777	1	0	1	3	87	3
2	50.7487685961351	1	0	1	3	93	4
7	50.7570573111698	1	2	1	3	100	3
8	50.7658007183745	1	0	2	5	80	6
0	50.7895417699292	1	0	1	3	99	6
6	50.83465563149	1	1	1	3	73	4
2	50.8347152145216	1	0	1	3	94	4
7	50.83477497063	1	2	1	3	101	3
3	50.8362546239223	1	0	1	3	96	6
1	50.8399709411606	1	0	1	3	88	3
6	50.8446015906229	1	1	1	3	74	4
4	50.8515908042609	1	0	1	1	104	5
7	50.8626196016266	1	2	1	3	102	3
8	50.8743514972448	1	0	2	5	81	6
9	50.8879371774092	1	0	1	2	75	6
0	50.9021731386602	1	0	1	3	100	6
5	50.9239967777103	1	1	1	3	87	3
3	50.9240546955225	1	0	1	3	97	6
1	50.9241357585597	1	0	1	3	87	3
5	50.9253268801731	1	1	1	3	88	3
4	50.9262551397442	1	0	1	1	105	5
8	50.9272884541315	1	0	2	5	82	6
7	50.9283961618676	1	2	1	3	101	3
9	50.9306372280589	1	0	1	2	76	6
0	50.9415117434583	1	0	1	3	101	6
6	50.9594071179054	1	1	1	3	73	4
2	50.9886213808677	1	0	1	3	93	4
8	50.9894337769413	1	0	2	5	83	6
4	50.9903109503259	1	0	1	1	106	5
2	50.9964975962696	1	0	1	3	92	4
1	51.0053196294514	1	0	1	3	88	3
0	51.0144524766413	1	0	1	3	100	6
6	51.0277847504524	1	1	1	3	74	4
7	51.0440317938385	1	2	1	3	100	3
9	51.0604952113984	1	0	1	2	75	6
5	51.0833423180786	1	1	1	3	89	3
3	51.1087049139944	1	0	1	3	98	6
3	51.1102547306266	1	0	1	3	99	6
6	51.1120507193894	1	1	1	3	75	4
4	51.1143948387519	1	0	1	1	107	5
2	51.116821707755	1	0	1	3	93	4
7	51.1198249408674	1	1	1	3	99	4
5	51.1250533383038	1	1	1	3	90	3
8	51.1317580156658	1	0	2	5	82	6
0	51.1421961188946	1	0	1	3	101	6
9	51.1588771660511	1	0	1	2	76	6
1	51.178435260493	1	0	1	3	89	3
5	51.1784402913966	1	1	1	3	89	3
3	51.178602755934	1	0	1	3	100	6
1	51.1797142053749	1	0	1	3	90	3
8	51.1813114970485	1	0	2	5	83	6
2	51.1852362063276	1	0	1	3	94	4
3	51.1912831599386	1	0	1	3	101	6
0	51.2004857156919	1	0	1	3	100	6
6	51.2114632148789	1	1	1	3	76	4
4	51.2225787351401	1	0	1	1	108	5
7	51.23701498383	1	1	1	3	100	4
9	51.2654701611521	1	0	1	2	77	6
9	51.2655798548715	1	0	1	2	76	6
7	51.2657841788807	1	1	1	3	101	4
6	51.269358106327	1	0	1	3	75	5
3	51.2727131705235	1	0	1	3	102	6
0	51.2781805714096	1	0	1	3	99	6
4	51.283723928171	1	0	1	1	109	5
8	51.2904615557256	1	1	2	5	84	5
5	51.3000757830653	1	1	1	3	88	3
1	51.3178642677578	1	0	1	3	91	3
2	51.337648502222	1	0	1	3	93	4
5	51.3377816591494	1	1	1	3	89	3
4	51.3384130537127	1	0	1	1	108	5
3	51.3395529530792	1	0	1	3	103	6
8	51.3461713941617	1	0	2	5	83	6
2	51.3529674328713	1	0	1	3	94	4
7	51.3597879206611	1	1	1	3	102	4
0	51.3668179504423	1	0	1	3	100	6
1	51.3789156975074	1	0	1	3	92	3
6	51.3943585969357	1	0	1	3	76	5
9	51.4295084021835	1	0	1	2	77	6
5	51.4300895159797	1	1	1	3	90	3
3	51.4309382810573	1	0	1	3	104	6
3	51.435225207297	1	0	1	3	103	6
4	51.4399206716882	1	0	1	1	109	5
8	51.4447135412449	1	0	2	5	84	6
0	51.4495118650923	1	0	1	3	99	6
7	51.4550486788469	1	1	1	3	101	4
1	51.463541505331	1	0	1	3	93	3
2	51.4759129615816	1	0	1	3	95	4
6	51.4931048838737	1	0	1	3	77	5
9	51.5154005302431	1	0	1	2	78	6
4	51.5156497402243	1	0	1	1	110	5
5	51.5164338659272	1	1	1	3	89	3
6	51.5207526531779	1	0	1	3	78	5
0	51.5251524212547	1	0	1	3	100	6
3	51.5304203854651	1	0	1	3	102	6
8	51.5365006957911	1	0	2	5	83	6
9	51.5448691869863	1	0	1	2	77	6
2	51.5532509569787	1	0	1	3	96	4
1	51.5707966719531	1	0	1	3	92	3
7	51.603291678872	1	1	1	3	102	4
2	51.6035034096533	1	0	1	3	97	4
4	51.6043072352734	1	0	1	1	111	5
8	51.6054115942063	1	0	2	5	82	6
5	51.6070919548477	1	1	1	3	90	3
0	51.6094240922796	1	0	1	3	101	6
7	51.6127763972002	1	1	1	3	103	4
6	51.6162699790987	1	0	1	3	79	5
3	51.628994634779	1	0	1	3	101	6
1	51.6425228234696	1	0	1	3	93	3
9	51.6666139498668	1	0	1	2	78	6
5	51.6679230904231	1	1	1	3	91	3
8	51.6730805411028	1	0	2	5	83	6
7	51.6785693856912	1	1	1	3	102	4
0	51.6850294074068	1	0	1	3	102	6
6	51.6934384334857	1	0	1	3	80	5
1	51.7051341164881	1	0	1	3	94	3
2	51.7184932542989	1	0	1	3	98	4
4	51.7427755495558	1	0	1	1	110	5
9	51.7731567112753	1	0	1	2	79	6
3	51.8052208958218	1	0	1	3	100	6
0	51.8056887807472	1	0	1	3	101	6
9	51.8073288339804	1	0	1	2	80	6
4	51.809971681578	1	0	1	1	111	5
2	51.8138144102561	1	0	1	3	99	4
8	51.817658228116	1	0	2	5	84	6
1	51.8278372374045	1	0	1	3	95	3
3	51.8382355182114	1	0	1	3	101	6
5	51.8504437648373	1	1	1	3	90	3
6	51.865989557715	1	0	1	3	81	5
7	51.8850085076558	1	1	1	3	103	4
1	51.8855750907753	1	0	1	3	94	3
8	51.886619950885	1	0	2	5	83	6
6	51.8883851856301	1	0	1	3	80	5
9	51.8908509403775	1	0	1	2	81	6
0	51.8936967222328	1	0	1	3	100	6
7	51.8984620912308	1	1	1	3	102	4
2	51.9053162123385	1	0	1	3	98	4
5	51.9143742240342	1	1	1	3	91	3
4	51.9239086491364	1	0	1	1	112	5
3	51.942684944843	1	0	1	3	102	6
4	51.942737822814	1	0	1	1	111	5
7	51.9429498587999	1	1	1	3	103	4
0	51.9431747396304	1	0	1	3	101	6
5	51.9443309250348	1	1	1	3	92	3
6	51.9480618067612	1	0	1	3	81	5
2	51.9518595993579	1	0	1	3	99	4
9	51.9578010639236	1	0	1	2	82	6
1	51.965654594271	1	0	1	3	95	3
3	51.9755148453698	1	0	1	3	101	6
8	51.9904325058744	1	0	2	5	84	6
8	51.9909557792128	1	0	2	5	83	6
6	51.9920254643077	1	0	1	3	82	5
0	51.9943274005784	1	0	1	3	102	6
3	52.0004189319445	1	0	1	3	102	6
7	52.0070592018312	1	1	1	3	102	4
4	52.0218488334215	1	0	1	1	110	5
5	52.0408316964752	1	1	1	3	93	3
2	52.0727866480595	1	0	1	3	98	4
9	52.1092264133042	1	0	1	2	81	6
1	52.1480605865365	1	0	1	3	96	3
0	52.1480900690679	1	0	1	3	103	6
9	52.1503429767929	1	0	1	2	80	6
3	52.1533918025691	1	0	1	3	101	6
4	52.1574192222927	1	0	1	1	111	5
5	52.1620937850114	1	1	1	3	94	3
6	52.1675712805029	1	0	1	3	83	5
7	52.1735944118138	1	1	1	3	103	4
8	52.1856396509122	1	0	2	5	84	6
0	52.1990452887278	1	0	1	3	104	6
2	52.2204408379059	1	0	1	3	99	4
1	52.2429544714998	1	0	1	3	95	3
9	52.2437022680845	1	0	1	2	81	6
0	52.2448380756853	1	0	1	3	105	6
5	52.2466921976031	1	1	1	3	95	3
7	52.2493744168626	1	1	1	3	104	4
8	52.2525852252459	1	0	2	5	85	6
6	52.2570793064972	1	0	1	3	82	5
2	52.2633790848506	1	0	1	3	100	4
1	52.2760701086102	1	0	1	3	96	3
3	52.2926272190837	1	0	1	3	102	6
4	52.3113877530871	1	0	1	1	110	5
9	52.3118871137578	1	0	1	2	82	6
6	52.3132097684159	1	0	1	3	83	5
3	52.3161767293079	1	0	1	3	101	6
4	52.3202368091172	1	0	1	1	111	5
0	52.3247220916985	1	1	1	3	106	5
1	52.3295546239554	1	0	1	4	96	3
8	52.3358309339112	1	0	2	5	84	6
7	52.3428669800362	1	1	1	3	103	4
5	52.3575945427021	1	1	1	3	94	3
2	52.372502916058	1	0	1	3	99	4
9	52.4121030350527	1	0	1	2	83	6
0	52.4122944132562	1	1	1	3	107	5
7	52.4144920611891	1	1	1	3	104	4
4	52.4185956351596	1	0	1	1	112	5
3	52.4226996771197	1	0	1	3	102	6
2	52.4276458423722	1	0	1	3	98	4
9	52.4332563996452	1	0	1	2	84	6
5	52.4398788118872	1	1	1	3	95	3
0	52.4469013682703	1	0	1	3	106	6
6	52.4548697278972	1	0	1	3	82	5
8	52.474687894168	1	0	2	5	83	6
1	52.5083837558652	1	0	1	4	97	3
7	52.5095643331899	1	1	1	3	105	4
3	52.5127335875898	1	0	1	3	101	6
9	52.5161400787204	1	0	1	2	83	6
8	52.520567710106	1	0	2	5	84	6
4	52.5254871324307	1	0	1	1	113	5
0	52.5306861061274	1	0	1	3	107	6
5	52.5368226674057	1	1	1	3	96	3
6	52.5453949031091	1	0	1	3	81	5
1	52.5549937198541	1	0	1	4	98	3
2	52.5782030309222	1	0	1	3	99	4
3	52.5782569136156	1	0	1	3	102	6
1	52.5784152956715	1	0	1	4	97	3
3	52.5812637182919	1	0	1	3	101	6
9	52.5855509085616	1	0	1	2	84	6
8	52.5901941034047	1	0	2	5	85	6
6	52.596143707264	1	0	1	3	82	5
4	52.6039164835622	1	0	1	1	114	5
2	52.6123136539047	1	1	1	3	100	3
7	52.6231489690056	1	1	1	3	106	4
0	52.636803952608	1	0	1	3	108	6
5	52.6506326716428	1	1	1	3	97	3
8	52.6513235332479	1	0	2	5	86	6
4	52.6522641237045	1	0	1	1	115	5
6	52.6533877109562	1	0	1	3	83	5
1	52.6554560433526	1	0	1	4	98	3
2	52.6587638720323	1	1	1	3	99	3
7	52.6642199694563	1	1	1	3	107	4
9	52.6721832440619	1	0	1	2	85	6
5	52.6819529817824	1	1	1	3	98	3
3	52.6945856833283	1	0	1	3	102	6
0	52.7165729334031	1	0	1	3	107	6
8	52.7167234040628	1	0	2	5	87	6
5	52.7176279058861	1	1	1	3	99	3
8	52.722071238439	1	0	2	5	88	6
3	52.7270874777989	1	0	1	3	103	6
9	52.7326022918517	1	0	1	2	86	6
0	52.7387805517012	1	0	1	3	106	6
4	52.745847808774	1	0	1	1	116	5
6	52.7532973709697	1	0	1	3	84	5
2	52.7640702222655	1	0	1	3	98	4
1	52.7796244408185	1	0	1	4	97	3
7	52.8028793047363	1	1	1	3	106	4
8	52.8029586532159	1	0	2	5	89	6
5	52.8031050637749	1	1	1	3	100	3
0	52.8046714397299	1	0	1	3	107	6
4	52.8063099696685	1	0	1	1	117	5
6	52.8118542181712	1	0	1	3	85	5
2	52.8175198533957	1	0	1	4	98	4
1	52.8238458056387	1	0	1	4	96	3
8	52.8313908609946	1	0	2	5	88	6
9	52.8472884870519	1	0	1	2	85	6
7	52.8636973812629	1	1	1	3	107	4
3	52.8889376889367	1	0	1	3	104	6
4	52.8894220701134	1	0	1	1	116	5
9	52.8917759976996	1	0	1	2	86	6
2	52.8944377851387	1	0	1	4	99	4
3	52.8978185382387	1	0	1	3	105	6
8	52.902027300903	1	0	2	5	89	6
7	52.9069990374794	1	1	1	3	106	4
1	52.9139610495133	1	0	1	4	97	3
0	52.9211113451695	1	0	1	3	108	6
5	52.9341184020689	1	1	1	3	101	3
6	52.948864209344	1	0	1	3	84	5
3	52.9488670302658	1	0	1	3	104	6
6	52.9490293954136	1	0	1	3	85	5
8	52.9500256601591	1	0	2	5	90	6
2	52.9512862101533	1	0	1	4	98	4
0	52.9529618180227	1	0	1	3	109	6
6	52.9564462298863	1	0	1	3	86	5
4	52.9603919954375	1	0	1	1	115	5
7	52.9645620355718	1	1	1	3	107	4
1	52.9733523078598	1	0	1	4	98	3
9	52.9877582457252	1	0	1	2	87	6
5	53.0201891217716	1	1	1	3	102	3
8	53.0209373579623	1	0	2	5	91	6
9	53.0217883031496	1	0	1	2	88	6
0	53.0234422387935	1	0	1	3	110	6
2	53.0254856503948	1	0	1	4	97	4
5	53.0295131246007	1	1	1	3	103	3
7	53.0411267860241	1	1	1	3	108	4
1	53.0548870845146	1	1	1	4	99	2
4	53.0741636494554	1	0	1	1	116	5
3	53.0962263273455	1	0	1	3	105	6
6	53.1198757013685	1	0	1	3	85	5
3	53.1200353873342	1	0	1	3	106	6
1	53.1202366552084	1	1	1	4	100	2
6	53.1209741952248	1	0	1	3	84	5
0	53.1219494187158	1	0	1	3	111	6
9	53.1245131395176	1	0	1	2	89	6
8	53.1292317351677	1	0	2	5	92	6
5	53.1394351413824	1	1	1	3	104	3
7	53.1501798024751	1	1	1	3	109	4
4	53.1620135000326	1	0	1	1	117	5
2	53.2034550300218	1	0	1	4	98	4
2	53.2052575878211	1	0	1	4	97	4
0	53.2074597005144	1	0	1	3	110	6
4	53.2108397506986	1	0	1	1	118	5
7	53.214730284863	1	1	1	3	108	4
1	53.219755292625	1	1	1	4	101	2
9	53.2275226127699	1	0	1	2	90	6
8	53.2368079500616	1	0	2	5	93	6
5	53.2497710755438	1	1	1	3	103	3
6	53.2631454684183	1	0	1	3	85	5
3	53.2863286111847	1	0	1	3	107	6
6	53.2863413964365	1	0	1	3	86	5
3	53.2865460436292	1	0	1	3	108	6
4	53.288282896086	1	0	1	1	119	5
2	53.2898264659302	1	1	1	4	98	3
7	53.2938151617268	1	2	1	3	108	4
5	53.3003001196043	1	1	1	3	104	3
8	53.3098102660583	1	0	2	5	92	6
1	53.3248615694897	1	1	1	4	102	2
0	53.3438214530902	1	0	1	3	111	6
9	53.3939183225589	1	0	1	2	89	6
5	53.3939463380589	1	1	1	3	105	3
8	53.394220551992	1	0	2	5	93	6
4	53.3946440088544	1	0	1	1	120	5
7	53.3951081689952	1	2	1	3	107	4
9	53.3967463162767	1	0	1	2	90	6
1	53.4010185192378	1	1	1	4	103	2
0	53.4059090910519	1	0	1	3	112	6
6	53.41112966631	1	0	1	3	87	5
2	53.4174968970979	1	0	1	4	97	4
3	53.4248942102345	1	0	1	3	109	6
5	53.4251028057402	1	1	1	3	106	3
1	53.4267335742402	1	1	1	4	104	2
8	53.4286546151775	1	0	2	5	94	6
6	53.4307074533931	1	0	1	3	88	5
0	53.4336991918894	1	0	1	3	113	6
4	53.4374792935482	1	0	1	1	121	5
7	53.4433213263906	1	2	1	3	106	4
3	53.4492335064492	1	0	1	3	110	6
2	53.466540212386	1	0	1	4	98	4
9	53.485543970593	1	0	1	2	91	6
1	53.486229734342	1	1	1	4	105	2
3	53.4869161382881	1	0	1	3	111	6
0	53.489108200381	1	0	1	3	114	6
6	53.4918025091388	1	0	1	3	89	5
5	53.4958285179087	1	1	1	3	107	3
4	53.5012333832779	1	0	1	1	122	5
7	53.5074560467251	1	2	1	3	107	4
2	53.5137770573706	1	0	1	4	99	4
8	53.5278134035975	1	0	2	5	93	6
9	53.5495444933981	1	0	1	2	92	6
8	53.5498048682853	1	0	2	5	94	6
6	53.5509536805253	1	0	1	3	90	5
7	53.5543683188657	1	2	1	3	108	4
5	53.5578003096084	1	1	1	3	108	3
9	53.5614741061504	1	0	1	2	93	6
2	53.5656960554111	1	0	1	4	98	4
3	53.5711300502221	1	0	1	3	112	6
4	53.5780020732122	1	0	1	1	123	5
0	53.587682081728	1	0	1	3	115	6
1	53.5997621876809	1	1	1	4	106	2
5	53.600430124839	1	1	1	3	109	3
6	53.6028946900547	1	0	1	3	89	5
3	53.6064346369162	1	0	1	3	111	6
4	53.6101378560338	1	0	1	1	124	5
2	53.6139778731663	1	0	1	4	97	4
1	53.6216535665367	1	1	1	4	107	2
0	53.6317589948226	1	0	1	3	116	6
5	53.6424249954794	1	1	1	3	110	3
9	53.6548811648313	1	0	1	1	93	6
7	53.6834948737446	1	2	1	3	107	4
8	53.7140641160581	1	0	2	5	95	6
5	53.7143109167732	1	1	1	3	111	3
0	53.7145660953461	1	0	1	3	117	6
4	53.7196971929147	1	0	1	1	123	5
3	53.7243048750311	1	0	1	3	112	6
8	53.7296532249525	1	0	2	5	96	6
7	53.7359519164525	1	2	1	3	108	4
9	53.7429182633273	1	0	1	1	92	6
1	53.7525563679151	1	1	1	4	106	2
2	53.7828350059203	1	1	1	4	98	3
6	53.8205762721113	1	0	1	3	88	5
8	53.820896932411	1	0	2	5	97	6
6	53.8219996469775	1	0	1	3	89	5
8	53.8241165108261	1	0	2	5	96	6
5	53.8263761906633	1	1	1	3	112	3
7	53.8289550445256	1	2	1	3	107	4
9	53.8316585775679	1	0	1	1	91	6
2	53.8362177610611	1	1	1	4	97	3
4	53.8435646738139	1	0	1	1	124	5
1	53.8556976537434	1	1	1	4	105	2
3	53.8719528909055	1	0	1	3	113	6
0	53.8893769658384	1	0	1	3	118	6
5	53.8911051950631	1	1	1	2	112	3
4	53.8940751482946	1	0	1	1	123	5
3	53.8987314999317	1	0	1	3	112	6
2	53.9037278136452	1	1	1	4	98	3
1	53.9135945905214	1	1	1	4	104	2
7	53.9255857067396	1	1	1	3	106	5
6	53.937636223643	1	0	1	3	90	5
8	53.9506810056259	1	0	2	5	97	6
9	53.977469963043	1	0	1	1	92	6
0	54.0169869708111	1	0	1	3	117	6
2	54.0173281792299	1	1	1	4	99	3
6	54.0188866969179	1	0	1	3	89	5
1	54.0206481855344	1	1	1	4	105	2
5	54.0225722729442	1	1	1	2	113	3
3	54.0245008155685	1	0	1	3	111	6
4	54.0272551210578	1	0	1	1	122	5
9	54.0363497411813	1	0	1	1	93	6
0	54.0522642297651	1	0	1	3	116	6
7	54.0694744618591	1	1	1	3	105	5
8	54.0929968668129	1	0	2	5	98	6
5	54.0956482972465	1	1	1	2	114	3
0	54.0983842580094	1	0	1	3	117	6
4	54.1028501378819	1	0	1	1	123	5
2	54.1074571359418	1	1	1	4	100	3
6	54.1135826284512	1	0	1	3	90	5
3	54.1218070598766	1	0	1	3	112	6
1	54.1316463822946	1	1	1	4	106	2
8	54.1451645732373	1	0	2	5	97	6
7	54.1599722752794	1	1	1	3	104	5
9	54.1758360179588	1	0	1	1	94	6
7	54.1765271744148	1	1	1	3	105	5
5	54.1772892192744	1	1	1	2	115	3
4	54.1785476893924	1	0	1	1	122	5
8	54.181216203076	1	1	2	5	98	5
1	54.1842246199299	1	1	1	4	105	2
0	54.1884948438305	1	0	1	3	118	6
2	54.1927766678195	1	2	1	4	100	3
3	54.2023053094085	1	0	1	3	113	6
6	54.2181438262846	1	0	1	3	91	5
9	54.2365160770055	1	0	1	1	93	6
6	54.2383745182519	1	0	1	3	90	5
4	54.2406461083078	1	0	1	1	121	5
5	54.2437326472932	1	1	1	2	116	3
0	54.2503820716152	1	0	1	3	119	6
2	54.2577084207655	1	2	1	4	99	3
7	54.2662985788406	1	1	1	3	104	5
1	54.2771483760075	1	1	1	4	104	2
3	54.2886102756233	1	0	1	3	114	6
9	54.3023181015374	1	0	1	1	92	6
8	54.3309321233751	1	1	2	5	97	5
8	54.3311701278067	1	1	2	5	98	5
1	54.3315064243138	1	1	1	4	105	2
6	54.3330526272398	1	0	1	3	91	5
4	54.3353959959563	1	0	1	1	122	5
9	54.338992607743	1	0	1	1	93	6
5	54.3447345220116	1	1	1	2	117	3
2	54.3517643650625	1	2	1	4	100	3
3	54.3608445822824	1	0	1	3	115	6
7	54.3715216992055	1	1	1	3	105	5
0	54.3827169686188	1	0	1	3	120	6
8	54.3966518407319	1	1	2	5	99	5
5	54.3972162680798	1	1	1	2	118	3
9	54.3991985411481	1	0	1	1	94	6
1	54.4015314373751	1	0	1	4	104	3
8	54.4076050370563	1	1	2	5	100	5
6	54.414333838467	1	0	1	3	92	5
4	54.4219020092492	1	0	1	1	123	5
0	54.4309074757252	1	0	1	3	119	6
2	54.4437525588651	1	2	1	4	99	3
3	54.4588503446062	1	0	1	3	116	6
7	54.4765642135967	1	1	1	4	105	5
1	54.4769576204631	1	0	1	4	105	3
0	54.4776882794608	1	0	1	3	120	6
2	54.4792630555962	1	2	1	4	100	3
4	54.4815384657045	1	0	1	1	124	5
5	54.4850132425704	1	1	1	2	119	3
8	54.4888147218076	1	0	2	5	99	6
6	54.4933956959208	1	0	1	3	93	5
3	54.5050181499605	1	0	1	3	117	6
7	54.5180954239254	1	1	1	4	106	5
9	54.5373506857936	1	0	1	1	95	6
3	54.5377803470196	1	0	1	3	118	6
4	54.5395722026892	1	0	1	1	125	5
0	54.5414106796684	1	0	1	3	119	6
1	54.54432429906	1	0	1	4	104	3
2	54.5480872227067	1	2	1	4	101	3
5	54.5522098361703	1	1	1	2	120	3
9	54.5573138810883	1	0	1	1	96	6
8	54.5630425398426	1	0	2	5	100	6
7	54.5778909816595	1	1	1	4	107	5
6	54.5998361061515	1	0	1	3	94	5
7	54.5999349127465	1	1	1	4	108	5
5	54.6004533878236	1	1	1	2	121	3
4	54.6017640266741	1	0	1	1	126	5
8	54.6051339841156	1	0	2	5	101	6
3	54.6090805329091	1	0	1	3	119	6
9	54.6165857048413	1	0	1	1	95	6
2	54.6316103426448	1	1	1	4	100	4
7	54.6538641111633	1	1	1	4	109	5
0	54.6763256316713	1	1	1	3	120	5
6	54.7019581788859	1	0	1	3	93	5
1	54.7431123660585	1	0	1	4	105	3
3	54.7431342173582	1	0	1	3	120	6
2	54.7447021976909	1	1	1	4	101	4
4	54.7472759388252	1	0	1	1	127	5
0	54.7526870021461	1	1	1	3	121	5
5	54.7581294533661	1	1	1	2	122	3
1	54.7648469978808	1	0	1	4	104	3
9	54.7739657960697	1	0	1	1	96	6
6	54.7858674382655	1	0	1	3	92	5
7	54.8094734312831	1	1	1	4	110	5
8	54.8341746820001	1	0	2	5	101	5
4	54.8345627135636	1	0	1	1	128	5
5	54.8356050875077	1	1	1	2	121	3
8	54.83719622116	1	0	2	5	102	5
9	54.8393672041634	1	0	1	1	95	6
7	54.8419840697238	1	1	1	4	111	5
3	54.8448238880878	1	0	1	3	119	6
1	54.8505580453707	1	0	1	4	105	3
0	54.8604885209857	1	1	1	3	122	5
6	54.8723465158178	1	0	1	3	91	5
2	54.8871644335372	1	1	1	4	102	4
4	54.9107650192959	1	0	1	1	129	5
9	54.9114673418148	1	0	1	1	94	6
6	54.9135618279029	1	0	1	3	92	5
7	54.9151576932559	1	1	1	4	110	5
4	54.9191854915621	1	0	1	1	128	5
0	54.9240619286934	1	1	1	3	121	5
8	54.9290146499911	1	0	2	4	102	5
5	54.9350492435547	1	1	1	2	122	3
3	54.9464603320735	1	0	1	3	120	6
1	54.9586661106946	1	0	1	4	106	3
2	54.9810144401195	1	1	1	4	103	4
5	54.9812064583307	1	1	1	2	123	3
8	54.9822001377247	1	0	2	4	101	5
3	54.9833120730832	1	0	1	3	121	6
5	54.9846384553598	1	1	1	2	124	3
7	54.9863901624117	1	1	1	4	109	5
4	54.9901495556474	1	0	1	1	127	5
0	54.9961473330982	1	1	1	3	122	5
2	55.0053151551761	1	1	1	4	104	4
6	55.0154938645787	1	0	1	3	93	5
9	55.0275331804655	1	0	1	1	93	6
1	55.0463750394188	1	0	1	4	107	3
8	55.0464995603611	1	0	2	4	102	5
7	55.0469498856178	1	1	1	4	110	5
0	55.0495402001029	1	1	1	3	123	5
2	55.0540200796163	1	1	1	4	103	4
1	55.0586589819936	1	0	1	4	106	3
5	55.0689327282084	1	1	1	2	125	3
6	55.0822063827141	1	0	1	3	94	5
3	55.1002162334694	1	0	1	3	120	6
4	55.1186209556831	1	0	1	1	126	5
9	55.1394029793514	1	1	1	1	94	5
3	55.1405511271655	1	0	1	3	121	6
